time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
5.144,-0.17878,-64.4,0.110,0.079,-1.0000,-1.0000,-1.0037,0.000,40.000,28.2,36.5,18.15,1.761,32.05,-0.57,32.69,0
5.178,-0.17515,-63.1,0.121,0.125,-1.0000,-1.0000,-0.9998,0.000,40.000,28.2,36.5,18.17,1.703,30.90,-0.81,31.63,0
5.207,-0.17066,-61.4,0.134,0.160,-1.0000,-1.0000,-1.0032,0.000,40.000,28.2,36.5,18.17,1.587,28.73,-1.05,29.86,0
5.238,-0.16568,-59.6,0.149,0.180,-1.0000,-1.0000,-1.0036,0.000,40.000,28.2,36.5,18.18,1.494,26.99,-1.06,28.17,0
5.268,-0.16022,-57.7,0.166,0.181,-1.0000,-1.0000,-0.9968,0.000,40.000,28.2,36.5,18.20,1.459,26.42,-1.12,27.56,0
5.298,-0.15501,-55.8,0.181,0.167,-1.0000,-1.0000,-0.9979,0.000,40.000,28.2,36.5,18.20,1.423,25.80,-1.02,26.82,0
5.337,-0.14873,-53.5,0.200,0.161,-1.0000,-1.0000,-1.0008,0.000,40.000,28.2,36.5,18.21,1.403,25.60,-0.99,26.51,0
5.364,-0.14450,-52.0,0.213,0.138,-1.0000,-1.0000,-0.9980,0.000,40.000,28.2,36.5,18.20,1.405,25.33,-0.92,26.30,0
5.394,-0.14047,-50.6,0.225,0.133,-1.0000,-1.0000,-0.9893,0.000,40.000,28.2,36.5,18.19,1.463,26.69,-0.78,27.46,0
5.424,-0.13698,-49.3,0.235,0.110,-1.0000,-1.0000,-1.0035,0.000,40.000,28.2,36.6,18.18,1.548,28.19,-0.75,29.10,0
5.453,-0.13368,-48.1,0.245,0.114,-1.0000,-1.0000,-0.9972,0.000,40.000,28.2,36.6,18.18,1.621,29.40,-0.67,30.27,0
5.482,-0.13038,-46.9,0.255,0.118,-1.0000,-1.0000,-0.9978,0.000,40.000,28.2,36.6,18.17,1.681,30.55,-0.84,31.56,0
5.507,-0.12737,-45.9,0.264,0.129,-1.0000,-1.0000,-0.9992,0.000,40.000,28.2,36.6,18.17,1.719,31.25,-0.86,32.07,0
5.531,-0.12406,-44.7,0.274,0.144,-1.0000,-1.0000,-1.0037,0.000,40.000,28.2,36.6,18.16,1.754,31.83,-0.82,32.52,0
5.561,-0.11986,-43.2,0.287,0.148,-1.0000,-1.0000,-1.0053,0.000,40.000,28.2,36.6,18.16,1.761,31.84,-0.89,32.84,0
5.589,-0.11590,-41.7,0.298,0.133,-1.0000,-1.0000,-0.9984,0.000,40.000,28.2,36.6,18.15,1.820,32.67,-0.86,33.53,0
5.614,-0.11255,-40.5,0.309,0.122,-1.0000,-1.0000,-1.0090,0.000,40.000,28.2,36.6,18.15,1.820,33.09,-0.75,33.96,0
5.645,-0.10913,-39.3,0.319,0.095,-1.0000,-1.0000,-0.9956,0.000,40.000,28.2,36.6,18.15,1.821,33.14,-0.61,33.68,0
5.675,-0.10632,-38.3,0.327,0.081,-1.0000,-1.0000,-1.0004,0.000,40.000,28.2,36.6,18.15,1.795,32.51,-0.55,33.18,0
5.704,-0.10393,-37.4,0.334,0.089,-1.0000,-1.0000,-1.0088,0.000,40.000,28.2,36.6,18.16,1.750,31.78,-0.48,32.23,0
5.733,-0.10156,-36.6,0.342,0.085,-1.0000,-1.0000,-1.0017,0.000,40.000,28.2,36.6,18.16,1.701,30.81,-0.53,31.31,0
5.763,-0.09899,-35.6,0.349,0.090,-1.0000,-1.0000,-1.0092,0.000,40.000,28.2,36.6,18.16,1.625,29.68,-0.50,30.06,0
5.789,-0.09676,-34.8,0.356,0.082,-1.0000,-1.0000,-1.0019,0.000,40.000,28.2,36.6,18.17,1.574,28.67,-0.45,29.11,0
5.815,-0.09466,-34.1,0.362,0.080,-1.0000,-1.0000,-1.0004,0.000,40.000,28.2,36.6,18.18,1.531,27.90,-0.51,28.52,0
5.845,-0.09255,-33.3,0.369,0.057,-1.0000,-1.0000,-0.9918,0.000,40.000,28.2,36.7,18.19,1.531,27.77,-0.43,28.07,0
5.872,-0.09106,-32.8,0.373,0.045,-1.0000,-1.0000,-1.0031,0.000,40.000,28.2,36.7,18.18,1.512,27.53,-0.32,27.88,0
5.902,-0.08996,-32.4,0.376,0.017,-1.0000,-1.0000,-0.9960,0.000,40.000,28.2,36.7,18.19,1.510,27.52,-0.16,27.53,0
5.931,-0.08946,-32.2,0.378,-0.000,-1.0000,-1.0000,-1.0010,0.000,40.000,28.2,36.7,18.19,1.509,27.47,-0.01,27.63,0
5.963,-0.09023,-32.5,0.376,-0.054,-1.0000,-1.0000,-1.0046,0.000,40.000,28.2,36.7,18.19,1.531,27.91,0.36,27.37,0
5.992,-0.09267,-33.4,0.368,-0.104,-1.0000,-1.0000,-0.9996,0.000,40.000,28.2,36.7,18.18,1.549,28.24,0.78,27.43,0
6.024,-0.09681,-34.9,0.356,-0.136,-1.0000,-1.0000,-0.9937,0.000,40.000,28.2,36.7,18.18,1.618,29.29,0.86,28.54,0
6.054,-0.10094,-36.3,0.343,-0.124,-1.0000,-1.0000,-1.0011,0.000,40.000,28.2,36.7,18.18,1.715,31.31,0.80,30.61,0
6.083,-0.10446,-37.6,0.333,-0.117,-1.0000,-1.0000,-0.9974,0.000,40.000,28.2,36.7,18.16,1.794,32.56,0.78,31.78,0
6.113,-0.10846,-39.0,0.321,-0.133,-1.0000,-1.0000,-1.0034,0.000,40.000,28.2,36.7,18.15,1.855,33.68,0.88,32.94,0
6.146,-0.11328,-40.8,0.306,-0.147,-1.0000,-1.0000,-1.0011,0.000,40.000,28.2,36.7,18.14,1.856,33.78,1.02,32.45,0
6.181,-0.11865,-42.7,0.290,-0.153,-1.0000,-1.0000,-1.0018,0.000,40.000,28.2,36.8,18.15,1.793,32.50,1.01,31.40,0
6.211,-0.12357,-44.5,0.275,-0.166,-1.0000,-1.0000,-1.0060,0.000,40.000,28.2,36.8,18.14,1.795,32.56,1.02,31.38,0
6.245,-0.12884,-46.4,0.260,-0.152,-1.0000,-1.0000,-1.0025,0.000,40.000,28.2,36.8,18.16,1.749,31.54,0.89,30.63,0
6.276,-0.13311,-47.9,0.247,-0.122,-1.0000,-1.0000,-1.0016,0.000,40.000,28.2,36.8,18.16,1.678,30.26,0.77,29.49,0
6.306,-0.13656,-49.2,0.236,-0.112,-1.0000,-1.0000,-0.9941,0.000,40.000,28.2,36.8,18.17,1.599,28.83,0.69,28.07,0
6.332,-0.13934,-50.2,0.228,-0.082,-1.0000,-1.0000,-0.9995,0.000,40.000,28.2,36.8,18.18,1.524,27.53,0.53,27.02,0
6.363,-0.14128,-50.9,0.222,-0.039,-1.0000,-1.0000,-1.0000,0.000,40.000,28.2,36.8,18.18,1.470,26.67,0.18,26.53,0
6.393,-0.14158,-51.0,0.221,0.024,-1.0000,-1.0000,-0.9989,0.000,40.000,28.2,36.8,18.18,1.451,26.44,-0.22,26.69,0
6.422,-0.14028,-50.5,0.225,0.062,-1.0000,-1.0000,-1.0037,0.000,40.000,28.2,36.8,18.18,1.485,26.95,-0.41,27.40,0
6.448,-0.13778,-49.6,0.233,0.114,-1.0000,-1.0000,-0.9979,0.000,40.000,28.2,36.8,18.18,1.541,27.88,-0.79,28.94,0
6.478,-0.13378,-48.2,0.245,0.163,-1.0000,-1.0000,-0.9961,0.000,40.000,28.2,36.8,18.17,1.610,29.49,-1.04,30.47,0
6.508,-0.12827,-46.2,0.261,0.194,-1.0000,-1.0000,-0.9972,0.000,40.000,28.2,36.9,18.17,1.705,31.04,-1.25,32.31,0
6.540,-0.12131,-43.7,0.282,0.236,-1.0000,-1.0000,-1.0036,0.000,40.000,28.3,36.9,18.16,1.741,31.53,-1.44,33.05,0
6.572,-0.11390,-41.0,0.304,0.232,-1.0000,-1.0000,-1.0043,0.000,40.000,28.3,36.9,18.16,1.805,32.93,-1.42,34.35,0
6.602,-0.10733,-38.6,0.324,0.157,-1.0000,-1.0000,-0.9925,0.000,40.000,28.3,36.9,18.15,1.790,32.43,-0.99,33.62,0
6.632,-0.10170,-36.6,0.341,0.208,-1.0000,-1.0000,-1.0056,0.000,40.000,28.3,36.9,18.17,1.679,30.45,-1.29,31.55,0
6.664,-0.09486,-34.2,0.362,0.230,-1.0000,-1.0000,-1.0016,0.000,40.000,28.3,36.9,18.17,1.520,27.64,-1.47,29.30,0
6.694,-0.08826,-31.8,0.381,0.218,-1.0000,-1.0000,-1.0005,0.000,40.000,28.3,36.9,18.20,1.465,26.67,-1.37,28.05,0
6.724,-0.08187,-29.5,0.401,0.218,-1.0000,-1.0000,-0.9966,0.000,40.000,28.3,36.9,18.21,1.428,25.93,-1.33,27.26,0
6.754,-0.07525,-27.1,0.420,0.222,-1.0000,-1.0000,-1.0058,0.000,40.000,28.3,36.9,18.19,1.397,25.54,-1.31,26.83,0
6.781,-0.06960,-25.1,0.437,0.200,-1.0000,-1.0000,-0.9866,0.000,40.000,28.3,36.9,18.19,1.451,26.44,-1.33,27.88,0
6.812,-0.06304,-22.7,0.457,0.219,-1.0000,-1.0000,-0.9998,0.000,40.000,28.3,37.0,18.18,1.595,29.03,-1.31,30.34,0
6.844,-0.05564,-20.0,0.479,0.242,-1.0000,-1.0000,-0.9993,0.000,40.000,28.3,37.0,18.16,1.698,30.93,-1.54,32.65,0
6.872,-0.04877,-17.6,0.500,0.241,-1.0000,-1.0000,-1.0045,0.000,40.000,28.3,37.0,18.17,1.720,31.14,-1.50,32.72,0
6.900,-0.04219,-15.2,0.520,0.230,-1.0000,-1.0000,-0.9964,0.000,40.000,28.3,37.0,18.15,1.778,32.19,-1.51,33.85,0
6.930,-0.03487,-12.6,0.542,0.242,-1.0000,-1.0000,-1.0027,0.000,40.000,28.3,37.0,18.16,1.737,31.36,-1.54,32.68,0
6.964,-0.02665,-9.6,0.566,0.255,-1.0000,-1.0000,-1.0047,0.000,40.000,28.3,37.0,18.17,1.547,27.85,-1.64,29.56,0
6.996,-0.01808,-6.5,0.592,0.259,-1.0000,-1.0000,-1.0042,0.000,40.000,28.3,37.0,18.19,1.445,26.25,-1.68,27.90,0
7.028,-0.00942,-3.4,0.618,0.279,-1.0000,-1.0000,-0.9999,0.000,40.000,28.3,37.0,18.18,1.395,25.39,-1.68,27.02,0
7.055,-0.00232,-0.8,0.639,0.251,-1.0000,-1.0000,-1.0011,0.000,40.000,28.3,37.0,18.18,1.384,25.21,-1.56,26.88,0
7.085,0.00475,1.7,0.660,0.207,-1.0000,-1.0000,-0.9954,0.000,40.000,28.3,37.1,18.17,1.515,27.68,-1.29,28.88,0
7.114,0.01004,3.6,0.676,0.164,-1.0000,-1.0000,-0.9999,0.000,40.000,28.3,37.1,18.17,1.634,29.83,-0.94,30.71,0
7.144,0.01332,4.8,0.686,0.073,-1.0000,-1.0000,-0.9956,0.000,40.000,28.3,37.1,18.17,1.698,30.93,-0.34,31.31,0
7.172,0.01384,5.0,0.688,-0.026,-1.0000,-1.0000,-1.0023,0.000,40.000,28.3,37.1,18.16,1.727,31.32,0.22,31.16,0
7.205,0.01172,4.2,0.681,-0.100,-1.0000,-1.0000,-1.0049,0.000,40.000,28.3,37.1,18.16,1.703,31.01,0.67,30.30,0
7.231,0.00821,3.0,0.671,-0.129,-1.0000,-1.0000,-1.0046,0.000,40.000,28.3,37.1,18.15,1.638,29.76,0.81,28.91,0
7.264,0.00473,1.7,0.660,-0.076,-1.0000,-1.0000,-1.0013,0.000,40.000,28.3,37.1,18.17,1.548,28.15,0.45,27.83,0
7.294,0.00355,1.3,0.657,-0.021,-1.0000,-1.0000,-1.0040,0.000,40.000,28.3,37.1,18.17,1.520,27.60,0.04,27.51,0
7.324,0.00361,1.3,0.657,0.010,-1.0000,-1.0000,-0.9957,0.000,40.000,28.3,37.1,18.17,1.518,27.52,-0.10,27.72,0
7.349,0.00428,1.5,0.659,0.029,-1.0000,-1.0000,-0.9993,0.000,40.000,28.3,37.2,18.17,1.517,27.87,-0.18,28.08,0
7.380,0.00514,1.8,0.662,0.022,-1.0000,-1.0000,-0.9893,0.000,40.000,28.3,37.2,18.18,1.554,28.16,-0.15,28.33,0
7.412,0.00573,2.1,0.663,0.009,-1.0000,-1.0000,-0.9985,0.000,40.000,28.4,37.2,18.18,1.569,28.43,-0.07,28.50,0
7.440,0.00592,2.1,0.664,0.002,-1.0000,-1.0000,-1.0000,0.000,40.000,28.4,37.2,18.18,1.582,28.61,0.00,28.38,0
7.473,0.00580,2.1,0.664,-0.003,-1.0000,-1.0000,-0.9947,0.000,40.000,28.4,37.2,18.18,1.573,28.51,0.01,28.47,0
7.498,0.00577,2.1,0.663,-0.005,-1.0000,-1.0000,-0.9975,0.000,40.000,28.4,37.2,18.17,1.573,28.54,0.05,28.32,0
7.528,0.00533,1.9,0.662,-0.029,-1.0000,-1.0000,-1.0038,0.000,40.000,28.4,37.2,18.18,1.560,28.32,0.17,28.20,0
7.561,0.00389,1.4,0.658,-0.056,-1.0000,-1.0000,-0.9979,0.000,40.000,28.4,37.2,18.17,1.537,27.92,0.38,27.30,0
7.593,0.00153,0.6,0.651,-0.068,-1.0000,-1.0000,-1.0033,0.000,40.000,28.4,37.3,18.18,1.485,26.82,0.49,26.42,0
7.624,-0.00122,-0.4,0.643,-0.108,-1.0000,-1.0000,-1.0025,0.000,40.000,28.4,37.3,18.18,1.438,26.08,0.65,25.37,0
7.656,-0.00482,-1.7,0.632,-0.115,-1.0000,-1.0000,-0.9981,0.000,40.000,28.4,37.3,18.18,1.460,26.46,0.80,25.53,0
7.689,-0.00929,-3.3,0.618,-0.144,-1.0000,-1.0000,-1.0023,0.000,40.000,28.4,37.3,18.18,1.464,26.82,0.98,25.83,0
7.716,-0.01367,-4.9,0.605,-0.166,-1.0000,-1.0000,-1.0019,0.000,40.000,28.4,37.3,18.18,1.493,27.30,1.05,26.11,0
7.747,-0.01843,-6.6,0.591,-0.146,-1.0000,-1.0000,-1.0043,0.000,40.000,28.4,37.3,18.17,1.515,27.69,0.82,26.83,0
7.772,-0.02163,-7.8,0.581,-0.108,-1.0000,-1.0000,-1.0006,0.000,40.000,28.4,37.3,18.18,1.536,27.83,0.60,27.15,0
7.804,-0.02429,-8.7,0.573,-0.066,-1.0000,-1.0000,-1.0002,0.000,40.000,28.4,37.3,18.17,1.535,27.96,0.40,27.44,0
7.832,-0.02607,-9.4,0.568,-0.053,-1.0000,-1.0000,-0.9978,0.000,40.000,28.4,37.3,18.16,1.591,29.04,0.37,28.88,0
7.864,-0.02776,-10.0,0.563,-0.057,-1.0000,-1.0000,-1.0004,0.000,40.000,28.4,37.4,18.17,1.644,29.68,0.37,29.32,0
7.894,-0.02988,-10.8,0.557,-0.085,-1.0000,-1.0000,-0.9964,0.000,40.000,28.4,37.4,18.16,1.708,30.91,0.54,30.22,0
7.922,-0.03331,-12.0,0.546,-0.150,-1.0000,-1.0000,-0.9987,0.000,40.000,28.4,37.4,18.15,1.778,32.44,0.97,31.42,0
7.954,-0.03890,-14.0,0.529,-0.192,-1.0000,-1.0000,-1.0021,0.000,40.000,28.4,37.4,18.14,1.833,33.40,1.28,32.21,0
7.981,-0.04500,-16.2,0.511,-0.245,-1.0000,-1.0000,-0.9988,0.000,40.000,28.5,37.4,18.14,1.828,33.17,1.63,31.30,0
8.013,-0.05360,-19.3,0.485,-0.291,-1.0000,-1.0000,-1.0049,0.000,40.000,28.5,37.4,18.14,1.800,32.61,1.85,30.65,0
8.045,-0.06326,-22.8,0.456,-0.306,-1.0000,-1.0000,-1.0033,0.000,40.000,28.5,37.4,18.15,1.651,29.81,1.96,27.76,0
8.077,-0.07317,-26.3,0.427,-0.300,-1.0000,-1.0000,-0.9972,0.000,40.000,28.5,37.4,18.17,1.472,26.91,1.85,25.15,0
8.106,-0.08136,-29.3,0.402,-0.293,-1.0000,-1.0000,-0.9905,0.000,40.000,28.5,37.4,18.19,1.515,27.46,1.86,25.46,0
8.132,-0.08972,-32.3,0.377,-0.329,-1.0000,-1.0000,-0.9932,0.000,40.000,28.5,37.5,18.17,1.579,28.71,2.10,26.47,0
8.162,-0.10003,-36.0,0.346,-0.342,-1.0000,-1.0000,-0.9983,0.000,40.000,28.5,37.5,18.15,1.747,31.73,2.07,29.81,0
8.194,-0.11061,-39.8,0.314,-0.344,-1.0000,-1.0000,-1.0017,0.000,40.000,28.5,37.5,18.14,1.893,34.43,2.14,32.29,0
8.226,-0.12195,-43.9,0.280,-0.336,-1.0000,-1.0000,-0.9944,0.000,40.000,28.5,37.5,18.13,1.831,33.11,2.14,31.02,0
8.259,-0.13240,-47.7,0.249,-0.313,-1.0000,-1.0000,-0.9967,0.000,40.000,28.5,37.5,18.15,1.704,30.59,1.98,28.68,0
8.292,-0.14243,-51.3,0.219,-0.270,-1.0000,-1.0000,-0.9970,0.000,40.000,28.5,37.5,18.17,1.486,26.71,1.73,25.01,0
8.324,-0.14961,-53.9,0.197,-0.195,-1.0000,-1.0000,-0.9940,0.000,40.000,28.5,37.5,18.17,1.469,26.62,1.17,25.45,0
8.356,-0.15562,-56.0,0.179,-0.210,-1.0000,-1.0000,-0.9940,0.000,40.000,28.5,37.5,18.18,1.500,27.29,1.28,26.07,0
8.385,-0.16245,-58.5,0.159,-0.251,-1.0000,-1.0000,-0.9987,0.000,40.000,28.6,37.6,18.17,1.546,28.11,1.58,26.57,0
8.415,-0.17074,-61.5,0.134,-0.299,-1.0000,-1.0000,-0.9904,0.000,40.000,28.6,37.6,18.16,1.686,30.74,1.88,29.03,0
8.446,-0.18166,-65.4,0.101,-0.415,-1.0000,-1.0000,-1.0051,0.000,40.000,28.6,37.6,18.15,1.871,34.11,2.72,31.46,0
8.479,-0.19694,-70.9,0.055,-0.517,-1.0000,-1.0000,-1.0037,0.000,40.000,28.6,37.6,18.14,1.827,32.96,3.29,29.59,0
8.506,-0.21141,-76.1,0.012,-0.588,-1.0000,-1.0000,-1.0101,0.000,40.000,28.6,37.6,18.16,1.583,28.54,3.77,24.59,0
8.531,-0.22666,-81.6,0.000,-0.596,-0.9000,0.0000,-0.8825,0.000,40.000,28.6,37.6,18.19,1.234,23.27,2.91,21.06,0
8.561,-0.24261,-87.3,0.000,-0.469,-0.8000,0.0000,-0.7805,0.000,40.000,28.6,37.6,18.20,1.133,21.47,1.92,19.90,0
8.592,-0.25157,-90.6,0.000,0.025,-0.7000,0.0000,-0.6926,0.000,40.000,28.6,37.6,18.22,0.938,17.74,-0.51,18.42,0
8.624,-0.24773,-89.2,0.000,0.163,-0.6000,0.0000,-0.5938,0.000,40.000,28.6,37.6,18.24,0.687,13.21,-0.91,14.24,0
8.653,-0.24092,-86.7,0.000,0.265,-0.5000,0.0000,-0.4914,0.000,40.000,28.6,37.7,18.26,0.455,8.83,-1.10,9.99,0
8.683,-0.23158,-83.4,0.000,0.354,-0.4000,0.0000,-0.3794,0.000,40.000,28.6,37.7,18.28,0.295,5.36,-0.95,6.83,0
8.708,-0.22017,-79.3,0.000,0.493,-0.3000,0.0000,-0.2996,0.000,40.000,28.6,37.7,18.29,0.168,3.41,-1.03,4.70,0
8.733,-0.21092,-75.9,0.013,0.220,-0.4000,-1.0000,-0.4068,0.000,40.000,28.6,37.7,18.29,0.400,6.96,-0.37,7.03,0
8.763,-0.21069,-75.8,0.014,-0.063,-0.5000,-1.0000,-0.5119,0.000,40.000,28.7,37.7,18.28,0.565,9.72,0.50,9.01,0
8.795,-0.21475,-77.3,0.002,-0.111,-0.6000,-1.0000,-0.6047,0.000,40.000,28.7,37.7,18.27,0.679,11.75,0.57,11.05,0
8.828,-0.21790,-78.4,0.000,-0.046,-0.5000,0.0000,-0.5002,0.000,40.000,28.7,37.7,18.28,0.453,8.83,-0.03,8.97,0
8.861,-0.21741,-78.3,0.000,0.018,-0.4000,0.0000,-0.3900,0.000,40.000,28.7,37.7,18.29,0.288,5.89,-0.21,6.35,0
8.888,-0.21649,-77.9,0.000,0.017,-0.3000,0.0000,-0.2899,0.000,40.000,28.7,37.7,18.30,0.185,3.67,-0.15,4.09,0
8.916,-0.21570,-77.7,0.000,0.006,-0.2000,0.0000,-0.1857,0.000,40.000,28.7,37.7,18.30,0.095,1.97,-0.08,2.23,0
8.947,-0.21459,-77.3,0.002,0.041,-0.3000,-1.0000,-0.3085,0.000,40.000,28.7,37.8,18.30,0.273,4.44,0.03,4.18,0
8.977,-0.21460,-77.3,0.002,-0.005,-0.4000,-1.0000,-0.4174,0.000,40.000,28.7,37.8,18.30,0.394,7.02,0.14,6.63,0
9.006,-0.21527,-77.5,0.000,-0.017,-0.5000,-1.0000,-0.5211,0.000,40.000,28.7,37.8,18.28,0.537,9.86,0.18,9.17,0
9.033,-0.21591,-77.7,0.000,-0.016,-0.4000,0.0000,-0.3767,0.000,40.000,28.7,37.8,18.29,0.294,5.38,-0.07,5.71,0
9.061,-0.21481,-77.3,0.002,0.050,-0.5000,-1.0000,-0.5187,0.000,40.000,28.7,37.8,18.28,0.536,9.45,0.00,8.93,0
9.091,-0.21435,-77.2,0.003,0.017,-0.6000,-1.0000,-0.6211,0.000,40.000,28.7,37.8,18.27,0.705,12.46,0.08,11.99,0
9.121,-0.21416,-77.1,0.004,0.019,-0.7000,-1.0000,-0.7211,0.000,40.000,28.7,37.8,18.26,0.887,16.08,0.05,15.42,0
9.148,-0.21397,-77.0,0.004,0.018,-0.8000,-1.0000,-0.8102,0.000,40.000,28.8,37.8,18.24,1.098,19.26,0.19,18.49,0
9.178,-0.21400,-77.0,0.004,0.012,-0.9000,-1.0000,-0.9161,0.000,40.000,28.8,37.8,18.22,1.325,23.08,0.16,22.34,0
9.209,-0.21402,-77.0,0.004,0.004,-1.0000,-1.0000,-1.0116,0.000,40.000,28.8,37.8,18.19,1.570,27.24,0.32,26.30,0
9.240,-0.21452,-77.2,0.003,-0.009,-1.0000,-1.0000,-0.9996,0.000,40.000,28.8,37.8,18.19,1.439,26.17,0.01,26.18,0
9.272,-0.21443,-77.2,0.003,0.014,-1.0000,-1.0000,-0.9977,0.000,40.000,28.8,37.8,18.20,1.442,26.21,-0.04,26.23,0
9.298,-0.21404,-77.1,0.004,0.020,-1.0000,-1.0000,-0.9974,0.000,40.000,28.8,37.8,18.20,1.437,26.19,-0.12,26.23,0
9.328,-0.21329,-76.8,0.006,0.032,-1.0000,-1.0000,-0.9970,0.000,40.000,28.8,37.8,18.19,1.456,26.52,-0.15,26.50,0
9.356,-0.21251,-76.5,0.009,0.023,-1.0000,-1.0000,-0.9923,0.000,40.000,28.8,37.9,18.18,1.483,26.86,-0.14,26.91,0
9.388,-0.21181,-76.3,0.011,0.029,-1.0000,-1.0000,-1.0072,0.000,40.000,28.8,37.9,18.18,1.489,27.05,-0.14,27.21,0
9.414,-0.21100,-76.0,0.013,0.030,-1.0000,-1.0000,-1.0069,0.000,40.000,28.8,37.9,18.18,1.511,27.43,-0.30,27.77,0
9.445,-0.20964,-75.5,0.017,0.061,-1.0000,-1.0000,-0.9946,0.000,40.000,28.8,37.9,18.18,1.534,27.77,-0.37,28.27,0
9.475,-0.20690,-74.5,0.025,0.129,-1.0000,-1.0000,-0.9970,0.000,40.000,28.8,37.9,18.17,1.582,28.76,-0.83,29.59,0
9.504,-0.20207,-72.7,0.040,0.190,-1.0000,-1.0000,-1.0027,0.000,40.000,28.8,37.9,18.16,1.673,30.17,-1.20,31.50,0
9.532,-0.19628,-70.7,0.057,0.220,-1.0000,-1.0000,-1.0046,0.000,40.000,28.9,37.9,18.16,1.727,31.25,-1.44,32.74,0
9.562,-0.18920,-68.1,0.079,0.230,-1.0000,-1.0000,-0.9973,0.000,40.000,28.9,37.9,18.15,1.749,31.91,-1.39,33.41,0
9.593,-0.18218,-65.6,0.100,0.230,-1.0000,-1.0000,-0.9950,0.000,40.000,28.9,37.9,18.14,1.774,32.27,-1.45,33.68,0
9.625,-0.17519,-63.1,0.121,0.209,-1.0000,-1.0000,-1.0018,0.000,40.000,28.9,37.9,18.15,1.699,30.82,-1.34,31.96,0
9.656,-0.16883,-60.8,0.140,0.208,-1.0000,-1.0000,-1.0031,0.000,40.000,28.9,37.9,18.17,1.533,27.78,-1.39,29.18,0
9.688,-0.16171,-58.2,0.161,0.228,-1.0000,-1.0000,-1.0032,0.000,40.000,28.9,37.9,18.17,1.465,26.70,-1.38,28.07,0
9.718,-0.15489,-55.8,0.181,0.235,-1.0000,-1.0000,-1.0037,0.000,40.000,28.9,37.9,18.20,1.422,25.75,-1.52,27.29,0
9.747,-0.14726,-53.0,0.204,0.275,-1.0000,-1.0000,-0.9969,0.000,40.000,28.9,37.9,18.19,1.386,25.34,-1.77,27.05,0
9.781,-0.13733,-49.4,0.234,0.296,-1.0000,-1.0000,-0.9908,0.000,40.000,28.9,38.0,18.17,1.533,28.08,-1.88,30.01,0
9.814,-0.12763,-45.9,0.263,0.298,-1.0000,-1.0000,-1.0026,0.000,40.000,28.9,38.0,18.15,1.698,30.97,-1.95,32.78,0
9.847,-0.11755,-42.3,0.294,0.325,-1.0000,-1.0000,-0.9973,0.000,40.000,28.9,38.0,18.15,1.759,32.14,-2.05,34.21,0
9.876,-0.10825,-39.0,0.321,0.328,-1.0000,-1.0000,-0.9968,0.000,40.000,28.9,38.0,18.15,1.791,32.29,-2.09,34.37,0
9.906,-0.09840,-35.4,0.351,0.316,-1.0000,-1.0000,-1.0012,0.000,40.000,29.0,38.0,18.16,1.574,28.56,-1.94,30.36,0
9.931,-0.09072,-32.7,0.374,0.290,-1.0000,-1.0000,-1.0004,0.000,40.000,29.0,38.0,18.17,1.492,26.98,-1.77,28.47,0
9.962,-0.08218,-29.6,0.400,0.269,-1.0000,-1.0000,-0.9957,0.000,40.000,29.0,38.0,18.18,1.429,25.82,-1.62,27.45,0
9.991,-0.07485,-26.9,0.422,0.225,-1.0000,-1.0000,-0.9962,0.000,40.000,29.0,38.0,18.18,1.404,25.41,-1.40,27.02,0
10.024,-0.06811,-24.5,0.442,0.189,-1.0000,-1.0000,-0.9998,0.000,40.000,29.0,38.0,18.18,1.497,27.34,-1.20,28.43,0
10.056,-0.06209,-22.4,0.460,0.191,-1.0000,-1.0000,-0.9984,0.000,40.000,29.0,38.0,18.18,1.622,29.66,-1.32,30.89,0
10.089,-0.05516,-19.9,0.481,0.226,-1.0000,-1.0000,-0.9916,0.000,40.000,29.0,38.0,18.16,1.713,30.90,-1.48,32.39,0
10.115,-0.04884,-17.6,0.500,0.230,-1.0000,-1.0000,-1.0027,0.000,40.000,29.0,38.0,18.14,1.718,31.27,-1.51,32.69,0
10.146,-0.04129,-14.9,0.522,0.260,-1.0000,-1.0000,-0.9944,0.000,40.000,29.0,38.0,18.14,1.782,32.25,-1.65,33.76,0
10.178,-0.03292,-11.9,0.547,0.253,-1.0000,-1.0000,-1.0044,0.000,40.000,29.0,38.1,18.15,1.703,30.81,-1.58,32.42,0
10.209,-0.02483,-8.9,0.572,0.265,-1.0000,-1.0000,-0.9986,0.000,40.000,29.0,38.1,18.17,1.514,27.36,-1.67,28.80,0
10.241,-0.01641,-5.9,0.597,0.253,-1.0000,-1.0000,-1.0000,0.000,40.000,29.0,38.1,18.18,1.450,26.25,-1.60,27.68,0
10.273,-0.00816,-2.9,0.622,0.267,-1.0000,-1.0000,-1.0039,0.000,40.000,29.1,38.1,18.18,1.404,25.48,-1.71,27.23,0
10.300,-0.00097,-0.4,0.643,0.266,-1.0000,-1.0000,-0.9993,0.000,40.000,29.1,38.1,18.18,1.394,25.20,-1.65,26.84,0
10.329,0.00661,2.4,0.666,0.238,-1.0000,-1.0000,-1.0028,0.000,40.000,29.1,38.1,18.17,1.568,28.45,-1.45,30.07,0
